"Call_Source","Call_Type","Create_Date","Create_Year","Create_Month","EventFirstDispatched","EventFirstArrive","EventFirstEnroute","LastKnownLatitude","LastKnownLongitude","FirstArriveEngine","StartTransport","TransportArrive","Close_Date","Municipality","Beat"
"ANI/ALI","AAB","3/9/2018 20:40",2018,3,"3/9/2018 20:40","3/9/2018 20:43","3/9/2018 20:40",40.06033331,-82.97689231,"E24","","","3/9/2018 20:48","COLUMBUS",24
"PHONE","VHS","3/9/2018 21:08",2018,3,"3/9/2018 21:08","3/9/2018 21:13","3/9/2018 21:09",39.90103833,-82.98649657,"E22","","","3/9/2018 21:19","COLUMBUS",22
"PHONE","AAB","3/9/2018 21:19",2018,3,"3/9/2018 21:20","3/9/2018 21:23","3/9/2018 21:20",40.08764848,-82.95993955,"E6","3/9/2018 21:41","3/9/2018 21:46","3/9/2018 22:19","COLUMBUS",6
"ANI/ALI","AA","3/9/2018 23:11",2018,3,"3/9/2018 23:11","3/9/2018 23:16","3/9/2018 23:14",NA,NA,"","3/9/2018 23:59","3/9/2018 23:53","3/10/2018 0:49","COLUMBUS",132
"PHONE","AA","3/10/2018 00:01",2018,3,"3/10/2018 00:01","3/10/2018 00:05","3/10/2018 00:03",39.94225406,-83.10955382,"E192","","","3/10/2018 0:10","COLUMBUS",192
"ANI/ALI","AA","3/10/2018 00:36",2018,3,"3/10/2018 00:36","3/10/2018 00:42","3/10/2018 00:37",40.11127915,-83.06542413,"E27","","","3/10/2018 0:51","COLUMBUS",27
"ANI/ALI","AA","3/10/2018 01:10",2018,3,"3/10/2018 01:10","3/10/2018 01:17","3/10/2018 01:12",39.94878434,-82.94976826,"E15","3/10/2018 1:38","3/10/2018 1:44","3/10/2018 2:10","COLUMBUS",4
"PHONE","AAB","3/10/2018 01:50",2018,3,"3/10/2018 01:50","3/10/2018 01:56","3/10/2018 01:51",NA,NA,"","","","3/10/2018 2:06","COLUMBUS",15
"ANI/ALI","AA","3/10/2018 02:37",2018,3,"3/10/2018 02:38","3/10/2018 02:52","3/10/2018 02:39",39.94418621,-82.8764674,"E23","3/10/2018 2:57","","3/10/2018 3:14","COLUMBUS",23
"ANI/ALI","AA","3/10/2018 03:02",2018,3,"3/10/2018 03:02","3/10/2018 03:08","3/10/2018 03:03",39.91217152,-82.9076937,"E4","3/10/2018 3:15","3/10/2018 3:27","3/10/2018 4:10","COLUMBUS",22
"ANI/ALI","AAC","3/10/2018 03:02",2018,3,"3/10/2018 03:03","3/10/2018 03:12","3/10/2018 03:04",40.09710889,-83.01718594,"E101","3/10/2018 3:49","3/10/2018 4:01","3/10/2018 4:25","COLUMBUS",6
"PHONE","AA","3/10/2018 07:04",2018,3,"3/10/2018 07:04","3/10/2018 07:08","3/10/2018 07:05",39.9558054,-83.06093788,"E17","","","3/10/2018 7:13","COLUMBUS",17
"ANI/ALI","AA","3/10/2018 08:01",2018,3,"3/10/2018 08:01","3/10/2018 08:04","3/10/2018 08:01",40.08156776,-82.87760613,"E29","","","3/10/2018 8:14","COLUMBUS",29
"PHONE","AA","3/10/2018 08:39",2018,3,"3/10/2018 08:40","3/10/2018 08:47","3/10/2018 08:41",NA,NA,"","","","3/10/2018 8:52","COLUMBUS",26
"ANI/ALI","AA","3/10/2018 11:25",2018,3,"3/10/2018 11:25","3/10/2018 11:33","3/10/2018 11:26",40.08764848,-82.95993955,"E6","","","3/10/2018 11:51","COLUMBUS",6
"ANI/ALI","AA","3/10/2018 11:55",2018,3,"3/10/2018 11:56","3/10/2018 11:59","3/10/2018 11:57",39.99892171,-82.97633495,"E18","3/10/2018 12:10","3/10/2018 12:19","3/10/2018 12:35","COLUMBUS",1
"PHONE","AA","3/10/2018 11:58",2018,3,"3/10/2018 11:59","3/10/2018 12:02","3/10/2018 11:59",40.11141343,-83.0654717,"E27","3/10/2018 12:11","3/10/2018 12:21","3/10/2018 12:31","DUBLIN",27
"ANI/ALI","PS","3/10/2018 12:03",2018,3,"3/10/2018 12:03","3/10/2018 12:10","3/10/2018 12:04",NA,NA,"","","","3/10/2018 12:38","COLUMBUS",12
"PHONE","AA","3/10/2018 13:51",2018,3,"3/10/2018 13:51","3/10/2018 13:57","3/10/2018 13:52",40.13638211,-82.9961562,"E33","","","3/10/2018 14:31","COLUMBUS",33
"PHONE","AA","3/10/2018 13:55",2018,3,"3/10/2018 13:55","3/10/2018 13:59","3/10/2018 13:56",39.98386342,-83.02486814,"E25","","","3/10/2018 14:09","COLUMBUS",25
"ANI/ALI","AA","3/10/2018 13:56",2018,3,"3/10/2018 13:57","3/10/2018 14:00","3/10/2018 13:58",39.95664555,-82.91035178,"E21","","","3/10/2018 14:47","COLUMBUS",21
"ANI/ALI","AAC","3/10/2018 14:47",2018,3,"3/10/2018 14:47","3/10/2018 14:51","3/10/2018 14:48",39.98539572,-82.93326828,"E20","3/10/2018 15:07","3/10/2018 15:14","3/10/2018 15:54","COLUMBUS",20
"PHONE","AA","3/10/2018 14:54",2018,3,"3/10/2018 14:55","3/10/2018 14:58","3/10/2018 14:56",40.03360319,-82.90871405,"E28","3/10/2018 15:13","3/10/2018 15:28","3/10/2018 15:46","COLUMBUS",20
"PHONE","AA","3/10/2018 15:09",2018,3,"3/10/2018 15:09","3/10/2018 15:12","3/10/2018 15:09",40.13638211,-82.9961562,"E33","","","3/10/2018 15:19","COLUMBUS",33
"PHONE","AA","3/10/2018 15:31",2018,3,"3/10/2018 15:32","3/10/2018 15:48","3/10/2018 15:32",40.03360319,-82.90871405,"E28","","","3/10/2018 15:49","COLUMBUS",28
"ANI/ALI","AA","3/10/2018 16:01",2018,3,"3/10/2018 16:02","3/10/2018 16:06","3/10/2018 16:02",39.99874722,-82.97671568,"E18","","","3/10/2018 16:17","COLUMBUS",18
"PHONE","AA","3/10/2018 16:27",2018,3,"3/10/2018 16:27","3/10/2018 16:30","3/10/2018 16:27",40.0602893,-82.97691344,"E24","","","3/10/2018 16:48","COLUMBUS",24
"ANI/ALI","AA","3/10/2018 16:30",2018,3,"3/10/2018 16:30","3/10/2018 16:36","3/10/2018 16:31",39.96926286,-82.99687507,"E9","","","3/10/2018 16:40","COLUMBUS",10
"ANI/ALI","AA","3/10/2018 16:43",2018,3,"3/10/2018 16:43","3/10/2018 16:46","3/10/2018 16:44",39.94234413,-83.10965447,"E192","","","3/10/2018 16:49","COLUMBUS",12
"ANI/ALI","AA","3/10/2018 17:25",2018,3,"3/10/2018 17:25","3/10/2018 17:29","3/10/2018 17:25",39.94885515,-82.94991496,"E15","","","3/10/2018 17:46","COLUMBUS",14
"ANI/ALI","PS","3/10/2018 18:04",2018,3,"3/10/2018 18:04","3/10/2018 18:09","3/10/2018 18:05",39.9542466,-82.99494136,"E2","","","3/10/2018 18:12","COLUMBUS",2
"ANI/ALI","AA","3/10/2018 18:24",2018,3,"3/10/2018 18:24","3/10/2018 18:28","3/10/2018 18:25",39.95423806,-82.99501264,"E2","","","3/10/2018 18:37","COLUMBUS",3
"ANI/ALI","AAB","3/10/2018 18:43",2018,3,"3/10/2018 18:44","3/10/2018 18:47","3/10/2018 18:45",39.95668662,-82.91038056,"E21","3/10/2018 19:03","3/10/2018 19:12","3/10/2018 19:42","COLUMBUS",21
"PHONE","AAB","3/10/2018 18:49",2018,3,"3/10/2018 18:49","3/10/2018 18:54","3/10/2018 18:50",40.03360319,-82.90871405,"E28","","","3/10/2018 19:02","COLUMBUS",28
"OFFICER","AA","3/10/2018 18:50",2018,3,"3/10/2018 18:51","3/10/2018 18:55","3/10/2018 18:52",39.93270505,-82.9837299,"E14","3/10/2018 19:00","3/10/2018 19:07","3/10/2018 19:49","COLUMBUS",22
"PHONE","AAB","3/10/2018 19:00",2018,3,"3/10/2018 19:00","3/10/2018 19:05","3/10/2018 19:01",40.02635873,-82.94645014,"E132","3/10/2018 19:25","3/10/2018 19:36","3/10/2018 19:46","COLUMBUS",28
"ANI/ALI","AAB","3/10/2018 19:04",2018,3,"3/10/2018 19:04","3/10/2018 19:11","3/10/2018 19:04",40.02629662,-83.11299845,"E30","","","3/10/2018 19:14","COLUMBUS",30
"ANI/ALI","AA","3/10/2018 19:46",2018,3,"3/10/2018 19:47","3/10/2018 19:51","3/10/2018 19:47",39.9443558,-82.87665734,"E23","","","3/10/2018 20:30","COLUMBUS",23
"ANI/ALI","AA","3/10/2018 19:47",2018,3,"3/10/2018 19:47","3/10/2018 19:49","3/10/2018 19:48",39.95585658,-83.0553735,"E17","","","3/10/2018 19:58","COLUMBUS",17
"ANI/ALI","AAB","3/10/2018 20:13",2018,3,"3/10/2018 20:13","3/10/2018 20:16","3/10/2018 20:13",39.99877222,-82.97664446,"E18","3/10/2018 20:31","3/10/2018 20:35","3/10/2018 21:12","COLUMBUS",1
"ANI/ALI","AA","3/10/2018 21:33",2018,3,"3/10/2018 21:34","3/10/2018 21:43","3/10/2018 21:35",NA,NA,"","","","3/10/2018 21:51","COLUMBUS",9
"ANI/ALI","AA","3/10/2018 22:15",2018,3,"3/10/2018 22:15","3/10/2018 22:19","3/10/2018 22:16",40.08755556,-82.95983529,"E6","3/10/2018 22:40","3/10/2018 22:51","3/10/2018 23:07","COLUMBUS",6
"PHONE","AAB","3/10/2018 22:31",2018,3,"3/10/2018 22:31","3/10/2018 22:35","3/10/2018 22:32",39.92036007,-83.06014919,"E193","","","3/10/2018 22:43","FRANKLIN TOWNSHIP",193
"PHONE","AAB","3/10/2018 22:55",2018,3,"3/10/2018 22:56","3/10/2018 23:00","3/10/2018 22:57",39.94001581,-83.00260396,"E3","3/10/2018 23:11","3/10/2018 23:19","3/11/2018 0:22","COLUMBUS",193
"ANI/ALI","AAB","3/11/2018 00:49",2018,3,"3/11/2018 00:49","3/11/2018 00:52","3/11/2018 00:51",39.98548921,-82.93322604,"E20","","","3/11/2018 1:44","COLUMBUS",8
"PHONE","AAB","3/11/2018 01:46",2018,3,"3/11/2018 01:47","3/11/2018 01:51","3/11/2018 01:48",39.93257803,-82.98390732,"E14","","","3/11/2018 3:01","COLUMBUS",14
"OFFICER","AAB","3/11/2018 03:11",2018,3,"3/11/2018 03:12","3/11/2018 03:16","3/11/2018 03:12",39.96908725,-82.99685597,"E9","3/11/2018 3:31","3/11/2018 3:35","3/11/2018 3:45","COLUMBUS",9
"ANI/ALI","AA","3/11/2018 03:26",2018,3,"3/11/2018 03:26","3/11/2018 03:30","3/11/2018 03:28",39.96926286,-82.99687507,"E9","","","3/11/2018 3:46","COLUMBUS",9
"PHONE","AAB","3/11/2018 06:06",2018,3,"3/11/2018 06:06","3/11/2018 06:11","3/11/2018 06:07",NA,NA,"","","","3/11/2018 6:18","COLUMBUS",4
"PHONE","VHS","3/11/2018 10:44",2018,3,"3/11/2018 10:45","3/11/2018 10:47","3/11/2018 10:45",39.97833396,-83.04489461,"E51","","","3/11/2018 10:51","COLUMBUS",25
"ANI/ALI","AA","3/11/2018 12:20",2018,3,"3/11/2018 12:20","3/11/2018 12:25","3/11/2018 12:21",40.08156776,-82.87760613,"E29","3/11/2018 12:33","3/11/2018 12:47","3/11/2018 13:02","COLUMBUS",29
"PHONE","AAB","3/11/2018 12:21",2018,3,"3/11/2018 12:21","3/11/2018 12:26","3/11/2018 12:22",39.95589821,-83.06104922,"E17","3/11/2018 12:37","3/11/2018 12:43","3/11/2018 13:13","FRANKLIN TOWNSHIP",17
"ANI/ALI","AAB","3/11/2018 13:52",2018,3,"3/11/2018 13:53","3/11/2018 13:57","3/11/2018 13:53",39.97572466,-82.83701752,"E5","","","3/11/2018 14:08","COLUMBUS",5
"ANI/ALI","AA","3/11/2018 14:15",2018,3,"3/11/2018 14:15","3/11/2018 14:17","3/11/2018 14:16",39.9558054,-83.06093788,"E17","","","3/11/2018 14:26","COLUMBUS",17
"ANI/ALI","AA","3/11/2018 15:04",2018,3,"3/11/2018 15:04","3/11/2018 15:10","3/11/2018 15:05",40.0474688,-82.95427973,"E61","","","3/11/2018 15:24","COLUMBUS",28
"ANI/ALI","AA","3/11/2018 15:09",2018,3,"3/11/2018 15:10","3/11/2018 15:13","3/11/2018 15:10",39.94223755,-83.1095608,"E192","","","3/11/2018 15:16","COLUMBUS",192
"ANI/ALI","AA","3/11/2018 15:20",2018,3,"3/11/2018 15:21","3/11/2018 15:23","3/11/2018 15:21",39.86899065,-82.82648584,"E182","","","3/11/2018 15:35","CANAL WINCHESTER",182
"PHONE","AA","3/11/2018 15:32",2018,3,"3/11/2018 15:33","3/11/2018 15:52","3/11/2018 15:34",NA,NA,"","","","3/11/2018 15:56","DUBLIN",27
"ANI/ALI","AA","3/11/2018 15:45",2018,3,"3/11/2018 15:45","3/11/2018 15:49","3/11/2018 15:46",40.03359644,-82.90907827,"E28","","","3/11/2018 15:53","COLUMBUS",28
"ANI/ALI","AA","3/11/2018 16:14",2018,3,"3/11/2018 16:14","3/11/2018 16:17","3/11/2018 16:15",39.9396977,-83.00252677,"E3","","","3/11/2018 16:26","COLUMBUS",2
"PHONE","AA","3/11/2018 16:20",2018,3,"3/11/2018 16:21","3/11/2018 16:24","3/11/2018 16:22",39.95423806,-82.99501264,"E2","","","3/11/2018 16:31","COLUMBUS",2
"ANI/ALI","AA","3/11/2018 17:59",2018,3,"3/11/2018 17:59","3/11/2018 18:11","3/11/2018 18:00",40.02374034,-82.98176481,"E16","3/11/2018 18:15","3/11/2018 18:22","3/11/2018 18:44","COLUMBUS",16
"ANI/ALI","AAB","3/11/2018 18:49",2018,3,"3/11/2018 18:50","3/11/2018 18:57","3/11/2018 18:51",39.94336791,-83.08433742,"E12","","","3/11/2018 19:10","COLUMBUS",12
"PHONE","AA","3/11/2018 19:11",2018,3,"3/11/2018 19:11","3/11/2018 19:14","3/11/2018 19:11",40.08764848,-82.95993955,"E6","","","3/11/2018 19:20","COLUMBUS",6
"ANI/ALI","PS","3/11/2018 20:47",2018,3,"3/11/2018 20:47","3/11/2018 20:49","3/11/2018 20:47",39.95891198,-83.02924227,"E10","3/11/2018 21:21","3/11/2018 21:27","3/11/2018 21:45","COLUMBUS",17
"ANI/ALI","AA","3/11/2018 20:52",2018,3,"3/11/2018 20:52","3/11/2018 20:54","3/11/2018 20:53",39.96926286,-82.99687507,"E9","3/11/2018 21:10","3/11/2018 21:16","3/11/2018 21:43","COLUMBUS",9
"PHONE","AA","3/12/2018 03:31",2018,3,"3/12/2018 03:31","3/12/2018 03:37","3/12/2018 03:33",NA,NA,"","","","3/12/2018 3:40","COLUMBUS",25
"PHONE","AA","3/12/2018 05:22",2018,3,"3/12/2018 05:23","3/12/2018 05:26","3/12/2018 05:24",40.02376233,-82.98175782,"E16","","","3/12/2018 5:29","COLUMBUS",16
"PHONE","AA","3/12/2018 06:31",2018,3,"3/12/2018 06:32","3/12/2018 06:35","3/12/2018 06:32",40.06024283,-82.97686668,"E24","","","3/12/2018 6:55","COLUMBUS",24
"ANI/ALI","AAB","3/12/2018 07:19",2018,3,"3/12/2018 07:19","3/12/2018 07:22","3/12/2018 07:20",40.11141343,-83.0654717,"E27","","","3/12/2018 7:31","COLUMBUS",27
"PHONE","AA","3/12/2018 07:32",2018,3,"3/12/2018 07:32","3/12/2018 07:38","3/12/2018 07:34",40.03360319,-82.90871405,"E28","","","3/12/2018 8:05","COLUMBUS",28
"PHONE","MCA","3/12/2018 08:04",2018,3,"3/12/2018 08:04","3/12/2018 08:08","3/12/2018 08:05",39.90110961,-82.98651845,"E22","3/12/2018 8:20","3/12/2018 8:29","3/12/2018 8:55","COLUMBUS",22
"PHONE","AA","3/12/2018 08:24",2018,3,"3/12/2018 08:24","3/12/2018 08:28","3/12/2018 08:25",39.93272475,-82.98361236,"E14","","","3/12/2018 8:38","COLUMBUS",14
"PHONE","AAB","3/12/2018 09:10",2018,3,"3/12/2018 09:10","3/12/2018 09:13","3/12/2018 09:11",NA,NA,"","","","3/12/2018 9:14","COLUMBUS",16
"ANI/ALI","AA","3/12/2018 10:26",2018,3,"3/12/2018 10:26","3/12/2018 10:33","3/12/2018 10:27",39.94884209,-82.9497401,"E15","","","3/12/2018 10:35","COLUMBUS",15
"ANI/ALI","AAB","3/12/2018 11:36",2018,3,"3/12/2018 11:37","3/12/2018 11:41","3/12/2018 11:37",39.90112839,-82.98662551,"E22","3/12/2018 11:54","3/12/2018 12:27","3/12/2018 12:28","HAMILTON TOWNSHIP",172
"PHONE","AA","3/12/2018 12:09",2018,3,"3/12/2018 12:09","3/12/2018 12:19","3/12/2018 12:10",39.92036007,-83.06014919,"E193","3/12/2018 12:31","3/12/2018 12:46","3/12/2018 13:05","HAMILTON TOWNSHIP",171
"ANI/ALI","PS","3/12/2018 12:16",2018,3,"3/12/2018 12:16","3/12/2018 12:20","3/12/2018 12:17",39.95423806,-82.99501264,"E2","3/12/2018 12:27","3/12/2018 12:29","3/12/2018 12:48","COLUMBUS",3
"ANI/ALI","AA","3/12/2018 12:41",2018,3,"3/12/2018 12:41","3/12/2018 12:45","3/12/2018 12:42",39.96926286,-82.99687507,"E9","","","3/12/2018 12:54","COLUMBUS",1
"ANI/ALI","AA","3/12/2018 13:43",2018,3,"3/12/2018 13:43","3/12/2018 13:46","3/12/2018 13:43",39.96859927,-82.99734841,"E9","","","3/12/2018 13:54","COLUMBUS",9
"ANI/ALI","AA","3/12/2018 13:44",2018,3,"3/12/2018 13:44","3/12/2018 13:49","3/12/2018 13:45",39.95917026,-83.02919073,"E10","","","3/12/2018 13:59","COLUMBUS",10
"ANI/ALI","AAB","3/12/2018 13:52",2018,3,"3/12/2018 13:53","3/12/2018 14:01","3/12/2018 13:53",NA,NA,"","","","3/12/2018 14:03","COLUMBUS",6
"PHONE","AA","3/12/2018 14:54",2018,3,"3/12/2018 14:55","3/12/2018 15:00","3/12/2018 14:56",NA,NA,"","","","3/12/2018 15:09","COLUMBUS",4
"ANI/ALI","AA","3/12/2018 16:01",2018,3,"3/12/2018 16:01","3/12/2018 16:04","3/12/2018 16:02",39.98544027,-82.93309726,"E20","3/12/2018 16:26","3/12/2018 16:37","3/12/2018 17:28","COLUMBUS",20
"ANI/ALI","AA","3/12/2018 16:17",2018,3,"3/12/2018 16:17","3/12/2018 16:23","3/12/2018 16:18",39.95664555,-82.91035178,"E21","","","3/12/2018 16:27","COLUMBUS",20
"ANI/ALI","AA","3/12/2018 18:24",2018,3,"3/12/2018 18:24","3/12/2018 18:27","3/12/2018 18:24",40.11128226,-83.06534908,"E27","3/12/2018 18:36","3/12/2018 18:53","3/12/2018 19:44","COLUMBUS",27
"ANI/ALI","AAC","3/12/2018 18:43",2018,3,"3/12/2018 18:43","3/12/2018 18:48","3/12/2018 18:44",40.13638211,-82.9961562,"E33","","","3/12/2018 19:18","COLUMBUS",6
"PHONE","AA","3/12/2018 18:44",2018,3,"3/12/2018 18:45","3/12/2018 18:49","3/12/2018 18:45",39.98544027,-82.93309726,"E20","3/12/2018 19:03","3/12/2018 19:11","3/12/2018 19:49","COLUMBUS",20
"PHONE","AAB","3/12/2018 19:16",2018,3,"3/12/2018 19:16","3/12/2018 19:18","3/12/2018 19:17",39.99892171,-82.97633495,"E18","3/12/2018 19:30","3/12/2018 19:38","3/12/2018 20:18","COLUMBUS",18
"PHONE","AA","3/12/2018 20:30",2018,3,"3/12/2018 20:30","3/12/2018 20:34","3/12/2018 20:31",39.93272475,-82.98361236,"E14","","","3/12/2018 20:35","COLUMBUS",14
"ANI/ALI","AA","3/12/2018 20:37",2018,3,"3/12/2018 20:37","3/12/2018 20:40","3/12/2018 20:37",40.08570227,-82.96063069,"E6","","","3/12/2018 20:44","COLUMBUS",6
"PHONE","PS","3/12/2018 20:38",2018,3,"3/12/2018 20:38","3/12/2018 20:41","3/12/2018 20:39",39.96866274,-82.99727037,"E9","3/12/2018 21:02","3/12/2018 21:10","3/12/2018 22:47","COLUMBUS",9
"PHONE","PS","3/12/2018 20:38",2018,3,"3/12/2018 20:38","3/12/2018 20:41","3/12/2018 20:39",39.97253486,-83.00910466,"E9","3/12/2018 21:02","3/12/2018 21:10","3/12/2018 22:47","COLUMBUS",9
"PHONE","AA","3/12/2018 20:39",2018,3,"3/12/2018 20:40","3/12/2018 20:43","3/12/2018 20:40",39.93272475,-82.98361236,"E14","3/12/2018 21:06","3/12/2018 21:19","3/12/2018 21:32","COLUMBUS",14
"PHONE","AA","3/12/2018 20:39",2018,3,"3/12/2018 20:40","3/12/2018 20:45","3/12/2018 20:42",40.03575345,-83.01716802,"E19","3/12/2018 20:56","3/12/2018 21:01","3/12/2018 21:07","COLUMBUS",19
"PHONE","VHS","3/12/2018 20:49",2018,3,"3/12/2018 20:49","3/12/2018 20:53","3/12/2018 20:50",39.9558054,-83.06093788,"E17","","","3/12/2018 21:38","COLUMBUS",17
"ANI/ALI","AA","3/12/2018 23:00",2018,3,"3/12/2018 23:00","3/12/2018 23:04","3/12/2018 23:02",39.95502804,-82.99516452,"E2","","","3/12/2018 23:08","COLUMBUS",3
"ANI/ALI","AAB","3/12/2018 23:29",2018,3,"3/12/2018 23:29","3/12/2018 23:32","3/12/2018 23:30",39.91217152,-82.9076937,"E4","3/12/2018 23:47","3/12/2018 23:52","3/13/2018 0:16","COLUMBUS",4
"PHONE","AA","3/13/2018 03:55",2018,3,"3/13/2018 03:55","3/13/2018 04:01","3/13/2018 03:56",39.95890768,-83.02897826,"E10","","","3/13/2018 4:18","COLUMBUS",10
"ANI/ALI","AA","3/13/2018 06:41",2018,3,"3/13/2018 06:41","3/13/2018 06:45","3/13/2018 06:43",39.87900715,-82.88302016,"E181","","","3/13/2018 7:04","COLUMBUS",181
"PHONE","AA","3/13/2018 06:49",2018,3,"3/13/2018 06:49","3/13/2018 06:54","3/13/2018 06:51",39.9538728,-82.9943965,"E2","","","3/13/2018 7:12","COLUMBUS",3
"PHONE","AA","3/13/2018 08:13",2018,3,"3/13/2018 08:13","3/13/2018 08:17","3/13/2018 08:13",39.90112839,-82.98662551,"E22","3/13/2018 8:47","3/13/2018 9:02","3/13/2018 9:24","COLUMBUS",22
"ANI/ALI","AA","3/13/2018 08:23",2018,3,"3/13/2018 08:23","3/13/2018 08:27","3/13/2018 08:24",39.93972227,-83.00255904,"E3","3/13/2018 8:45","3/13/2018 8:52","3/13/2018 9:05","COLUMBUS",22
"PHONE","PS","3/13/2018 08:31",2018,3,"3/13/2018 08:31","3/13/2018 08:36","3/13/2018 08:31",40.13620505,-82.99190969,"E33","3/13/2018 8:54","3/13/2018 9:05","3/13/2018 9:14","COLUMBUS",33
"PHONE","AA","3/13/2018 08:42",2018,3,"3/13/2018 08:42","3/13/2018 08:46","3/13/2018 08:43",NA,NA,"","","","3/13/2018 8:58","COLUMBUS",26
"ANI/ALI","AA","3/13/2018 08:44",2018,3,"3/13/2018 08:45","3/13/2018 08:50","3/13/2018 08:45",40.01777313,-83.00447718,"E13","3/13/2018 9:02","3/13/2018 9:09","3/13/2018 9:27","COLUMBUS",13
"PHONE","AA","3/13/2018 10:12",2018,3,"3/13/2018 10:12","3/13/2018 10:19","3/13/2018 10:14",40.0595196,-82.95290106,"E61","","","3/13/2018 10:32","COLUMBUS",6
"PHONE","VHS","3/13/2018 10:41",2018,3,"3/13/2018 10:41","3/13/2018 10:45","3/13/2018 10:41",39.99281495,-83.04248489,"E25","","","3/13/2018 10:50","COLUMBUS",25
"ANI/ALI","AA","3/13/2018 11:08",2018,3,"3/13/2018 11:08","3/13/2018 11:12","3/13/2018 11:09",39.97572466,-82.83701752,"E5","","","3/13/2018 11:16","COLUMBUS",5
"PHONE","AA","3/13/2018 13:00",2018,3,"3/13/2018 13:00","3/13/2018 13:04","3/13/2018 13:01",39.87593141,-82.96385236,"E171","","","3/13/2018 13:28","HAMILTON TOWNSHIP",172
"ANI/ALI","AA","3/13/2018 13:35",2018,3,"3/13/2018 13:36","3/13/2018 13:40","3/13/2018 13:37",39.84660547,-82.8285605,"E182","","","3/13/2018 13:43","CANAL WINCHESTER",182
"PHONE","AA","3/13/2018 14:35",2018,3,"3/13/2018 14:35","3/13/2018 14:49","3/13/2018 14:36",39.84660547,-82.8285605,"E182","","","3/13/2018 14:54","CANAL WINCHESTER",182
"ANI/ALI","PS","3/13/2018 14:38",2018,3,"3/13/2018 14:39","3/13/2018 14:44","3/13/2018 14:39",NA,NA,"","","","3/13/2018 14:56","COLUMBUS",24
"ANI/ALI","AA","3/13/2018 14:39",2018,3,"3/13/2018 14:39","3/13/2018 14:43","3/13/2018 14:40",39.94336242,-83.08433737,"E12","","","3/13/2018 15:22","COLUMBUS",12
"OFFICER","AA","3/13/2018 15:17",2018,3,"3/13/2018 15:17","3/13/2018 15:20","3/13/2018 15:18",39.9421968,-83.10947842,"E192","","","3/13/2018 15:29","COLUMBUS",192
"ANI/ALI","AA","3/13/2018 16:05",2018,3,"3/13/2018 16:05","3/13/2018 16:16","3/13/2018 16:06",NA,NA,"","","","3/13/2018 16:20","COLUMBUS",8
"PHONE","AA","3/13/2018 16:49",2018,3,"3/13/2018 16:50","3/13/2018 16:55","3/13/2018 16:52",40.02635873,-82.94645014,"E132","","","3/13/2018 16:57","CLINTON TOWNSHIP",61
"PHONE","AA","3/13/2018 17:03",2018,3,"3/13/2018 17:03","3/13/2018 17:10","3/13/2018 17:04",39.95371531,-82.8287851,"E5","","","3/13/2018 17:16","COLUMBUS",5
"ANI/ALI","AA","3/13/2018 17:21",2018,3,"3/13/2018 17:21","3/13/2018 17:24","3/13/2018 17:22",39.95873888,-83.02866662,"E10","","","3/13/2018 17:30","COLUMBUS",10
"PHONE","AA","3/13/2018 18:00",2018,3,"3/13/2018 18:00","3/13/2018 18:03","3/13/2018 18:01",40.03360319,-82.90871405,"E28","","","3/13/2018 18:12","COLUMBUS",28
"ANI/ALI","AA","3/13/2018 18:10",2018,3,"3/13/2018 18:10","3/13/2018 18:12","3/13/2018 18:10",40.01728341,-83.00345251,"E13","","","3/13/2018 18:17","COLUMBUS",13
"ANI/ALI","AA","3/13/2018 19:17",2018,3,"3/13/2018 19:17","3/13/2018 19:24","3/13/2018 19:18",NA,NA,"","","","3/13/2018 19:33","COLUMBUS",28
"ANI/ALI","AAB","3/13/2018 21:44",2018,3,"3/13/2018 21:44","3/13/2018 21:49","3/13/2018 21:45",39.84660547,-82.8285605,"E182","","","3/13/2018 22:00","COLUMBUS",32
"OFFICER","AA","3/13/2018 22:31",2018,3,"3/13/2018 22:31","3/13/2018 22:36","3/13/2018 22:32",39.96887063,-82.96808348,"E8","","","3/13/2018 22:51","COLUMBUS",8
"ANI/ALI","AA","3/14/2018 01:02",2018,3,"3/14/2018 01:02","3/14/2018 01:06","3/14/2018 01:03",40.02378697,-82.98177227,"E16","","","3/14/2018 1:13","COLUMBUS",16
"PHONE","AA","3/14/2018 07:40",2018,3,"3/14/2018 07:40","3/14/2018 07:42","3/14/2018 07:42",39.92036007,-83.06014919,"E193","","","3/14/2018 7:51","FRANKLIN TOWNSHIP",193
"PHONE","AA","3/14/2018 08:09",2018,3,"3/14/2018 08:09","3/14/2018 08:15","3/14/2018 08:10",NA,NA,"","3/14/2018 8:26","3/14/2018 8:36","3/14/2018 8:59","MIFFLIN TOWNSHIP",20
"PHONE","AA","3/14/2018 08:25",2018,3,"3/14/2018 08:25","3/14/2018 08:31","3/14/2018 08:26",40.03359954,-82.90897472,"E28","","","3/14/2018 8:43","COLUMBUS",28
"ANI/ALI","AA","3/14/2018 09:58",2018,3,"3/14/2018 09:58","3/14/2018 09:59","3/14/2018 09:59",39.94659404,-82.9154213,"E21","","","3/14/2018 10:05","COLUMBUS",21
"PHONE","AA","3/14/2018 10:16",2018,3,"3/14/2018 10:16","3/14/2018 10:20","3/14/2018 10:17",39.97260138,-82.90297106,"E21","3/14/2018 10:35","3/14/2018 10:42","3/14/2018 10:48","COLUMBUS",20
